image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
poepoes (7).jpg,needhelp,0.8024982,0.56177354,0.81392634,0.56286097,0.8199177,0.5441078,0.8141985,0.5655282,0.8169117,0.5277528,0.73762083,0.6032412,0.7488941,0.5696437,0.6674501,0.6958682,0.66011375,0.6901497,0.5964727,0.8104674,0.6201762,0.8444382,0.5173316,0.53160256,0.51812625,0.49677876,0.38469353,0.5515515,0.37942702,0.5058387,0.23454347,0.50382274,0.22113255,0.42761979
people-1671-_jpg.rf.721c4272719dbac3265bbb8a7a50e4a5.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08454107,0.04506167,0.0,0.0,0.11115061,0.06788696,0.03482072,0.094178766,0.049140077,0.096837856,0.036475126,0.21682544,0.056459926,0.22132085,0.05187903,0.37311432,0.06166916,0.38233998
people-1671-_jpg.rf.721c4272719dbac3265bbb8a7a50e4a5.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17128374,0.021137096,0.0,0.0,0.17739196,0.045258593,0.2608121,0.0788874,0.23685412,0.07896392,0.19938846,0.16108362,0.24789295,0.1611602,0.1643438,0.2529802,0.27375513,0.2522399
people-1671-_jpg.rf.721c4272719dbac3265bbb8a7a50e4a5.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98139036,0.2596708,0.98266095,0.26030228,0.94770265,0.36008134,0.9532939,0.36162576
people-1671-_jpg.rf.721c4272719dbac3265bbb8a7a50e4a5.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8349052,0.023765653,0.7975477,0.024244778,0.8207555,0.10065206,0.795297,0.1011848,0.8042422,0.17111914,0.7873985,0.17373382
IMG_3131.JPG,needhelp,0.15202215,0.34257764,0.1568222,0.31199566,0.11156871,0.34290516,0.16798423,0.32489473,0.060984183,0.40378472,0.22404729,0.3675913,0.08322728,0.5249111,0.30742374,0.38178888,0.08662136,0.66766155,0.3649474,0.4062569,0.10125778,0.7189153,0.45925638,0.5029093,0.37810224,0.5989983,0.6265191,0.35291296,0.56694776,0.46780482,0.7884597,0.4988719,0.80167866,0.61703527
IMG_3125.JPG,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49350157,0.27897358,0.44527596,0.5323895,0.49013782,0.49585944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4183396,0.49035043,0.65145755,0.46909058,0.3271688,0.43128535,0.72544885,0.43121752
istockphoto-185084404-612x612.jpg,needhelp,0.6521254,0.57411104,0.6703863,0.57095855,0.6706328,0.5332463,0.0,0.0,0.64700085,0.45600364,0.5502599,0.5162973,0.53455496,0.43856183,0.3536713,0.61312604,0.35819176,0.5347175,0.25545555,0.6801552,0.21281545,0.6698679,0.352739,0.44049868,0.33635437,0.4014681,0.41069582,0.57428193,0.37985244,0.5230411,0.0,0.0,0.0,0.0
IMG_3130.JPG,needhelp,0.111875705,0.2634772,0.12459631,0.21749231,0.06841922,0.26141843,0.16435905,0.18287504,0.028577924,0.28947985,0.22808857,0.1846951,0.06471324,0.37214842,0.30420467,0.18147132,0.03891659,0.5115427,0.31981337,0.28639916,0.017159773,0.61860204,0.44440216,0.36203304,0.34516603,0.46705523,0.6239965,0.4241753,0.5781465,0.5543525,0.80825615,0.575644,0.8205774,0.7189445
dead-german-soldier.jpg,needhelp,0.3218714,0.73843396,0.3066299,0.7042033,0.2969733,0.73258644,0.0,0.0,0.29116014,0.7085598,0.4797318,0.67179203,0.423463,0.6968214,0.6149433,0.79952747,0.48741457,0.75379926,0.39698368,0.80355597,0.3009088,0.77747756,0.6295893,0.65198374,0.5998578,0.65481323,0.6536243,0.7738113,0.63951004,0.766663,0.0,0.0,0.0,0.0
dead-german-soldier.jpg,needhelp,0.3169497,0.73675,0.2989596,0.7047258,0.0,0.0,0.32616183,0.641527,0.0,0.0,0.4888947,0.6564409,0.41939756,0.6761183,0.60587996,0.7957577,0.4351964,0.7402035,0.40999603,0.8021955,0.27907225,0.76263297,0.48548523,0.6315324,0.4457993,0.62114644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
people-2407-_jpg.rf.7dda063de8bba347bb75326eb159948f.jpg,needhelp,0.467786,0.084021926,0.47137535,0.07999439,0.46463734,0.08045101,0.47909078,0.08152187,0.0,0.0,0.4901441,0.10174702,0.45641497,0.10609062,0.5059635,0.12102066,0.44884098,0.13356312,0.5012924,0.12881757,0.44438946,0.15062833,0.48293504,0.15697142,0.46180737,0.15830757,0.47809902,0.19933128,0.46397817,0.20083356,0.47595453,0.23826496,0.46737093,0.2403951
people-2407-_jpg.rf.7dda063de8bba347bb75326eb159948f.jpg,needhelp,0.17772013,0.7448277,0.0,0.0,0.15939333,0.7481974,0.17250636,0.7063861,0.14141196,0.7680305,0.19338527,0.7113744,0.1948911,0.7898509,0.24142821,0.75987804,0.2533193,0.84841925,0.24897225,0.7681664,0.2845929,0.7654869,0.349288,0.75015366,0.34505787,0.799278,0.47544304,0.7810282,0.5057162,0.8436516,0.70663476,0.834724,0.7121216,0.91223186
people-7099-_jpg.rf.bb8f6df9bdc8113f7b328647bb208a9d.jpg,needhelp,0.8325597,0.33748287,0.0,0.0,0.8334861,0.3090154,0.0,0.0,0.7853435,0.266739,0.6864414,0.318853,0.6902799,0.30777645,0.6597907,0.42246416,0.6911382,0.44156474,0.0,0.0,0.7765922,0.49826553,0.41628644,0.49012908,0.40447906,0.4803351,0.5088248,0.6115209,0.47884056,0.6112426,0.29971135,0.76446635,0.25258672,0.75323904
people-7099-_jpg.rf.bb8f6df9bdc8113f7b328647bb208a9d.jpg,needhelp,0.25064814,0.03746547,0.0,0.0,0.18424918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
people-679-_jpg.rf.085f96c79b562efe80789068542dd418.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9848186,0.3804749,0.98433375,0.36067256
people-679-_jpg.rf.085f96c79b562efe80789068542dd418.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85252464,0.6543333,0.5000687,0.5418597,0.0,0.0,0.25406054,0.6241136,0.0,0.0,0.0,0.0,0.5021717,0.81281555,0.2832592,0.74915665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
people-7311-_jpg.rf.259ddb67486e183fe52d479ccbb7223f.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26707828,0.3488662,0.36045915,0.33346167,0.2964063,0.39600146,0.45574912,0.37783232,0.0,0.0,0.0,0.0,0.37810975,0.481462,0.4287803,0.49042603,0.5884742,0.49498445,0.6210102,0.48655218,0.71895134,0.6286281,0.7317342,0.602199
IMG_3126.JPG,needhelp,0.17935863,0.5617472,0.17597407,0.574213,0.20504864,0.5698963,0.16723457,0.5875719,0.0,0.0,0.15360558,0.54504937,0.25285226,0.6141441,0.20310387,0.41118723,0.28339997,0.5718209,0.3042252,0.37682995,0.21511978,0.55753803,0.38736892,0.41513538,0.43965203,0.45983016,0.5281318,0.4086637,0.5651757,0.43484876,0.7000878,0.41296512,0.7266889,0.36832818
IMG_3132.JPG,needhelp,0.15589587,0.3633542,0.15702513,0.35680792,0.14855474,0.35436743,0.0,0.0,0.12924676,0.3780092,0.17970237,0.38851056,0.16202931,0.40609327,0.42306194,0.35654703,0.28401336,0.41905427,0.6823459,0.3294372,0.47885856,0.44882926,0.38015732,0.3818423,0.3686142,0.4150602,0.544651,0.21290515,0.56204796,0.2280161,0.7558785,0.3621941,0.74672544,0.3558134
IMG_3132.JPG,needhelp,0.15838428,0.36472854,0.16947605,0.33650634,0.14860523,0.35395122,0.18615596,0.3314407,0.0,0.0,0.17813344,0.3663187,0.14157535,0.4575742,0.40556753,0.3653617,0.0,0.0,0.7541725,0.37536764,0.0,0.0,0.29728878,0.47277138,0.27375615,0.5339265,0.4108327,0.4069797,0.4043809,0.47674283,0.6483217,0.4712455,0.60963964,0.5297806
people-7187-_jpg.rf.1cbd52cb22ef0bcb7dbf6f79d2c81ebb.jpg,needhelp,0.19707163,0.52745306,0.18308291,0.4897977,0.15630068,0.53891927,0.19281086,0.45686236,0.1453969,0.577119,0.30062315,0.40346566,0.29640892,0.57126224,0.32877347,0.26621777,0.33041072,0.5732023,0.3232837,0.23138286,0.31015363,0.6764031,0.6342238,0.4184072,0.6275003,0.50210273,0.6109255,0.518824,0.6197895,0.6216589,0.7315109,0.7042678,0.71112025,0.86040354
people-7187-_jpg.rf.1cbd52cb22ef0bcb7dbf6f79d2c81ebb.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89608645,0.2029148,0.8205961,0.20217429
people-314-_jpg.rf.7758aed012a8ea8e49d7db43fc48175d.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93873894,0.24776821,0.9058756,0.24438609,0.92487705,0.4479664,0.90252817,0.44369793,0.9138333,0.6277975,0.88479936,0.62350124
IMG_3133.JPG,needhelp,0.29324964,0.12898488,0.30926928,0.09766826,0.2725439,0.109716415,0.35510865,0.08342566,0.0,0.0,0.46350738,0.14528818,0.27689016,0.20491101,0.6415158,0.23850118,0.21818742,0.3467415,0.6589606,0.35802794,0.17774591,0.4230973,0.54955024,0.40298885,0.44016585,0.43539318,0.61663896,0.5693644,0.5562964,0.60459715,0.70223695,0.84496784,0.6732496,0.86656016
people-1440-_jpg.rf.e13b943e9c4f714faee3b6fdf7e9c9b4.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6025724,0.008182562,0.47881588,0.0044424715,0.59241694,0.056915805,0.4799278,0.03882677,0.5690223,0.066438265,0.50917304,0.064845614,0.57803917,0.19341254,0.52907884,0.18826936,0.5916252,0.3147852,0.5425451,0.2989736
people-1440-_jpg.rf.e13b943e9c4f714faee3b6fdf7e9c9b4.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31678846,0.06666911,0.25140804,0.06723953,0.32643595,0.18286605,0.25426343,0.18224154,0.33203322,0.2900553,0.2544028,0.28629598
people-1440-_jpg.rf.e13b943e9c4f714faee3b6fdf7e9c9b4.jpg,needhelp,0.24371818,0.6098603,0.23332717,0.60229254,0.0,0.0,0.22184463,0.5638515,0.24098258,0.5893686,0.21323858,0.5144565,0.28136387,0.5553828,0.1963924,0.47959107,0.0,0.0,0.18952909,0.49853945,0.0,0.0,0.36746368,0.44982743,0.40471908,0.48522776,0.52253735,0.4716192,0.5368142,0.50801146,0.6369014,0.4747297,0.63705623,0.5111939
people-1440-_jpg.rf.e13b943e9c4f714faee3b6fdf7e9c9b4.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
people-1440-_jpg.rf.e13b943e9c4f714faee3b6fdf7e9c9b4.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0920155,0.038128056,0.0,0.0,0.061793365,0.044538178,0.0,0.0,0.057231355,0.18968746,0.032148577,0.19325507,0.06312458,0.30293417,0.0,0.0
people-1440-_jpg.rf.e13b943e9c4f714faee3b6fdf7e9c9b4.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05741985,0.04662144,0.026978834,0.04796739,0.061974082,0.17678091,0.045388047,0.17885922,0.06592092,0.29247594,0.05823578,0.29557106
IMG_3127.JPG,needhelp,0.1138741,0.54120594,0.11117263,0.53108007,0.0,0.0,0.13099153,0.5177089,0.0,0.0,0.20363656,0.5271791,0.16732316,0.5669177,0.3198117,0.6112332,0.25643247,0.66684693,0.360533,0.5899286,0.2310817,0.6374441,0.45175913,0.4434262,0.4204697,0.4821038,0.6400717,0.45069322,0.6224311,0.4816824,0.81725395,0.42911533,0.81485486,0.43817684
pexels-photo-3473517 - Copy.jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2212968,0.42275304,0.1933193,0.4860434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3882014,0.3955666,0.36497003,0.44020426,0.5280564,0.446149,0.52365166,0.49701548,0.7518734,0.4585599,0.7415812,0.49324557
R (2).jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72299385,0.3647526,0.84158456,0.33672884,0.5790659,0.4718808,0.7536113,0.4534445,0.52420753,0.5945001,0.57757616,0.589843,0.5570108,0.48498967,0.64275193,0.45515716,0.4121396,0.5779623,0.5670943,0.55544686,0.12413059,0.759659,0.31756356,0.7320403
R (2).jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17442341,0.33781824,0.119437955,0.41540572
R (2).jpg,needhelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86903465,0.15195951,0.73779124,0.104309656
